track,artist,danceability,energy,speechiness,valence
Bakoytereye,Ali Farka Touré,0.631,0.351,0.0575,0.713
Corcovado,Dutch Swing College Band,0.563,0.368,0.0339,0.604
Light Up,Further Seems Forever,0.56,0.484,0.0294,0.421
4x10 Cell (For Craig),Single Gun Theory,0.722,0.536,0.0445,0.974
Preso,José José,0.535,0.431,0.0294,0.392
#1 Hit Song,Minutemen,0.576,0.82,0.113,0.445
Jimmy Mack,Sheena Easton,0.819,0.7,0.033,0.899
Taking It All Too Hard,Genesis,0.733,0.567,0.0254,0.584
Get Down On It,Kool & The Gang,0.879,0.626,0.0604,0.968
The Great Commandment,Camouflage,0.673,0.763,0.0368,0.915
Goody Two Shoes,Adam Ant,0.624,0.991,0.135,0.535
In Between,Beat Happening,0.583,0.956,0.0409,0.913
Valiant & Valiant,Alan Silvestri,0.486,0.132,0.0346,0.0385
Jump,Van Halen,0.572,0.835,0.0317,0.796
Open Letter (To A Landlord),Living Colour,0.59,0.903,0.0803,0.362
Tema De Amor De Gabriela,Antônio Carlos Jobim,0.305,0.2,0.0393,0.231
Fascination Street,The Cure,0.508,0.91,0.0786,0.491
Beate,Claude Larson,0.466,0.236,0.0319,0.267
Africa Centre Of The World (feat. Roy Ayers),Fela Kuti,0.717,0.884,0.0655,0.562
Have You Ever Loved Somebody,Freddie Jackson,0.689,0.423,0.0376,0.715
Only You,Commodores,0.549,0.275,0.0324,0.159
Pretending,Eric Clapton,0.602,0.872,0.029,0.668
If I Ever,Red Flag,0.556,0.861,0.0613,0.765
More Power To Ya - More Power To Ya Album Version,Petra,0.521,0.538,0.0266,0.519
Wait For You,Bonham,0.568,0.749,0.0328,0.617
Save The Night For Me,Maureen Steele,0.658,0.64,0.0357,0.36
My Mind Is Made Up,John P. Kee,0.466,0.901,0.0719,0.9
Juicy Fruit,Mtume,0.88,0.527,0.133,0.789
Simple,Johnny Mathis,0.73,0.91,0.0473,0.919
Then I Met You,The Proclaimers,0.691,0.559,0.0305,0.502
אסאלק,Ofra Haza,0.728,0.681,0.146,0.88
Because I Got It Like That,Jungle Brothers,0.9,0.916,0.115,0.538
The Artichoke That Loved Me,The Cleaners From Venus,0.648,0.609,0.0337,0.762
Payaso,José José,0.571,0.523,0.0337,0.481
No Nací para Rogar,Bronco,0.736,0.559,0.0653,0.946
With Every Beat Of My Heart,Taylor Dayne,0.773,0.893,0.034,0.971
Rain In May,Max Werner,0.65,0.583,0.0303,0.767
(Hey Ho) The Noddy (Oh),Current 93,0.474,0.102,0.0515,0.415
Cry Wolf,a-ha,0.652,0.772,0.0349,0.776
Tonight Is What It Means To Be Young,Fire Inc.,0.505,0.774,0.0407,0.503
I Wouldn't Change You If I Could,Ricky Skaggs,0.605,0.345,0.0263,0.802
Lonely Eyes,Robert John,0.575,0.773,0.0914,0.69
Scuba Scuba,Tangerine Dream,0.355,0.54,0.045,0.333
Areias escaldantes - Remasterizado,Lulu Santos,0.573,0.841,0.0864,0.679
Gone,Martin Gore,0.781,0.688,0.06,0.692
You Always Want What You Don't Have,R. Stevie Moore,0.618,0.494,0.0263,0.623
Forever Mine,The O'Jays,0.483,0.416,0.0588,0.595
Warriors Ascendant,Nobuo Uematsu,0.466,0.241,0.0369,0.594
Pandora (For Cindy),Cocteau Twins,0.448,0.555,0.0291,0.208
Lilás,Djavan,0.739,0.725,0.029,0.755
Elle s'est barrée,Karl-Heinz Schäfer,0.28,0.246,0.0575,0.147
Rough Boy,ZZ Top,0.457,0.48,0.03,0.683
Minerá,Ramon Montoya,0.475,0.0893,0.0422,0.29
"Girl, Don't Let It Get You Down",The O'Jays,0.629,0.573,0.0349,0.632
Talking In Your Sleep,The Romantics,0.72,0.967,0.0343,0.977
"Wynken, Blynken And Nod",The Doobie Brothers,0.549,0.472,0.0345,0.677
Baphomet - Metal for Muthas LP Version,Angel Witch,0.222,0.826,0.089,0.208
Invisible,Alison Moyet,0.652,0.605,0.025,0.72
Si j'étais un homme,Diane Tell,0.396,0.427,0.0362,0.13
Lake of Fire,Meat Puppets,0.491,0.643,0.0415,0.658
Planet Rock,Afrika Bambaataa,0.915,0.807,0.13,0.708
The Gatecrasher,Momus,0.536,0.416,0.0342,0.404
"Say You, Say Me",Lionel Richie,0.636,0.405,0.0287,0.257
Far From Over,Frank Stallone,0.528,0.7,0.0346,0.883
Thanks Again,Ricky Skaggs,0.448,0.143,0.0511,0.462
Wondering Where The Lions Are,Bruce Cockburn,0.704,0.395,0.0373,0.765
Louise,Clan of Xymox,0.489,0.59,0.0331,0.407
Orinoco Flow,Enya,0.685,0.307,0.0305,0.559
Bikini amarillo,José Guardiola,0.55,0.527,0.0871,0.892
Con Tu Mamá No,Bronco,0.63,0.699,0.0517,0.961
Why Should I Cry?,Nona Hendryx,0.761,0.785,0.0498,0.618
Eaten Alive,Diana Ross,0.763,0.874,0.0384,0.966
Heart Don't Fail Me Now,Holly Knight,0.715,0.721,0.0301,0.961
"Gila Monster, New Mexico/Preaching the Blues - Live",The Gun Club,0.292,0.838,0.0789,0.218
Muy Cansado Estoy,V8,0.331,0.852,0.149,0.301
A Cura,Lulu Santos,0.615,0.784,0.0353,0.674
Got My Mind Set On You,George Harrison,0.767,0.854,0.0426,0.963
When We Was Fab,George Harrison,0.507,0.6,0.0236,0.387
Hold On To My Love,Jimmy Ruffin,0.715,0.994,0.109,0.749
Sittin' Alone In The Moonlight,The Bluegrass Album Band,0.641,0.299,0.0305,0.671
Perfect World,Huey Lewis & The News,0.769,0.811,0.0303,0.923
Mera Kuchh Samaan,Asha Bhosle,0.439,0.315,0.0352,0.417
Makes No Sense At All,Hüsker Dü,0.32,0.934,0.049,0.641
Mensch aus Stahl,Peter Maffay,0.282,0.262,0.0335,0.2
Make Love Stay,Dan Fogelberg,0.495,0.293,0.0257,0.446
Lies,Jonathan Butler,0.731,0.842,0.0912,0.747
Maria,Lucinda Williams,0.457,0.368,0.0316,0.666
One Good Reason,Paul Carrack,0.583,0.713,0.0281,0.697
Sunshine In The Shade,The Fixx,0.554,0.771,0.0369,0.968
Tainted Love,Soft Cell,0.542,0.45,0.0361,0.626
Who Says,Device,0.615,0.811,0.031,0.912
My Brave Face,Paul McCartney,0.738,0.534,0.0288,0.664
American Music,The Pointer Sisters,0.669,0.873,0.0486,0.649
Twilight World,Swing Out Sister,0.736,0.766,0.0276,0.948
"My Fantasy (From ""Do The Right Thing"")",Teddy Riley Featuring Guy,0.684,0.976,0.0717,0.656
Stay True,Sly Fox,0.69,0.787,0.0409,0.829
In The Wake Of Adversity (Remastered),Dead Can Dance,0.44,0.557,0.028,0.292
Blue Skies,Les Brown & His Band Of Renown,0.417,0.224,0.0456,0.725
Lost In You,Rod Stewart,0.597,0.528,0.0408,0.442
When The Night Comes,Joe Cocker,0.535,0.63,0.028,0.454
Strange Fruit,Sidney Bechet,0.547,0.132,0.0629,0.366
Compréndelo,Luis Enrique,0.665,0.552,0.0418,0.866
Tombé du ciel,Jacques Higelin,0.677,0.696,0.027,0.74
Aviéntame,Los Invasores De Nuevo León,0.602,0.48,0.22,0.81
Seasons Of The Heart,John Denver,0.365,0.148,0.0364,0.215
Controversy,Prince,0.852,0.321,0.0527,0.629
Ruines - Part 2 / 1996 Recordings,Éric Serra,0.562,0.0831,0.0391,0.221
Femmes... Je vous aime,Julien Clerc,0.32,0.496,0.0357,0.131
Dancin' In The Key Of Life,Steve Arrington,0.729,0.64,0.0534,0.775
Southern Cross,"Crosby, Stills & Nash",0.669,0.446,0.0312,0.587
Why ? - 12'' Version; 2008 Remastered Version,Bronski Beat,0.648,0.756,0.0476,0.604
"""I'll Be Back"" / Police Station & Escape",Brad Fiedel,0.201,0.391,0.0479,0.181
Chante pour la lumiere,Boytronic,0.572,0.281,0.03,0.438
Allies,Heart,0.48,0.336,0.0319,0.114
Sweet Merilee,Donnie Iris,0.438,0.708,0.0475,0.741
Throughout the Dark Months of April And May,Cocteau Twins,0.345,0.0815,0.0382,0.145
Let It Whip,Dazz Band,0.826,0.9,0.0411,0.954
Flood II (Remastered),Sisters of Mercy,0.639,0.899,0.0326,0.572
בדואי זקן,Zohar Argov,0.834,0.405,0.0376,0.625
100 Saints for Travelers,Matthew Young,0.15,0.299,0.038,0.295
Nova Delhi,Fafá de Belém,0.699,0.612,0.0586,0.906
Life In A Northern Town,The Dream Academy,0.563,0.476,0.0329,0.432
If Love Should Go,Streets,0.587,0.919,0.0402,0.72
If We Never Meet Again,Tommy Conwell And The Young Rumblers,0.644,0.712,0.0292,0.749
Marooned,Running Wild,0.451,0.975,0.0495,0.335
Never Can Say Goodbye,The Communards,0.583,0.835,0.0286,0.864
Suckling the Mender,Cocteau Twins,0.484,0.919,0.0292,0.531
Price Of Love,Bad English,0.348,0.444,0.0288,0.241
Te Encontraré,Ricardo Arjona,0.747,0.592,0.0354,0.612
The Lover In Me,Sheena Easton,0.818,0.808,0.0467,0.931
Shayad Main Zindagi Ki Sahar,Jagjit Singh,0.646,0.381,0.0259,0.47
Obsession - Of The Heart,Boytronic,0.675,0.903,0.0345,0.977
Dirty Diana,Michael Jackson,0.734,0.801,0.0437,0.331
On Your Shore,Enya,0.183,0.049,0.0411,0.0811
Drive,The Cars,0.582,0.606,0.0289,0.504
Sleepwalk,Larry Carlton,0.578,0.254,0.0276,0.18
I Want To Be Loved,Coleman Hawkins,0.604,0.0481,0.0474,0.249
San Juan Sin Ti,Luis Enrique,0.529,0.584,0.0327,0.875
Somewhere Down The Road,Barry Manilow,0.317,0.261,0.0309,0.25
Persephone,Cocteau Twins,0.542,0.727,0.0352,0.605
In And Out Of Love,Bon Jovi,0.503,0.939,0.0674,0.435
Agonised By Love,Clan of Xymox,0.604,0.85,0.0319,0.398
One Moment In Time,Whitney Houston,0.266,0.539,0.0333,0.325
Son Of A Copper,The Exploited,0.504,0.914,0.0704,0.699
Happy Hour,Deodato,0.786,0.75,0.036,0.966
We Could Be Together,Debbie Gibson,0.715,0.794,0.0303,0.837
So Far Away,Dire Straits,0.689,0.463,0.0285,0.702
היו זמנים,Zohar Argov,0.458,0.475,0.0421,0.891
Suite for Cello & Jazz Piano Trio: II. Concertante,Claude Bolling,0.351,0.257,0.0349,0.324
Esta Noche Te Voy a Estrenar,José José,0.504,0.275,0.0373,0.544
Circles,Dag Nasty,0.423,0.829,0.0601,0.4
Harlem Nocturne - Live,Chuck Brown and the Soul Searchers,0.389,0.805,0.0529,0.543
Nam Myoho Renge Kyo (feat. Majorie Barnes),Tee Mac,0.551,0.64,0.0737,0.739
Easy For You To Say,Linda Ronstadt,0.478,0.372,0.0294,0.375
Forget Me Not,Bad English,0.399,0.865,0.0783,0.416
Evil Thrill,Marty Friedman,0.164,0.943,0.0751,0.252
The Wexford Carol,Loreena McKennitt,0.232,0.178,0.0469,0.183
Freedom,The Pointer Sisters,0.603,0.672,0.0355,0.614
Steppin' Out,Joe Jackson,0.579,0.223,0.0364,0.532
Heartline,Robin George,0.672,0.906,0.0515,0.598
Into The Night,Benny Mardones,0.435,0.69,0.0388,0.51
After The Fire,Roger Daltrey,0.602,0.6,0.031,0.372
Don't Push It Don't Force It,Leon Haywood,0.904,0.453,0.0321,0.971
It Follows,Minor Threat,0.341,0.972,0.152,0.388
Amor No Me Ignores,Camilo Sesto,0.488,0.499,0.029,0.307
Boom Boom,Nazia Hassan,0.67,0.5,0.0271,0.949
Mississippi Poor Boy,The Canton Spirituals,0.27,0.906,0.245,0.384
The Monkey Time,The Tubes,0.77,0.745,0.0405,0.968
Wind In Lonely Fences - 2004 Digital Remaster,Brian Eno,0.139,0.176,0.0374,0.0363
I Need You,Paul Carrack,0.564,0.575,0.0322,0.611
Happy When It Rains,The Jesus and Mary Chain,0.501,0.835,0.0346,0.762
Can't Wait Another Minute,Five Star,0.685,0.819,0.0531,0.537
Suggestion,Fugazi,0.479,0.506,0.0388,0.407
Bang Your Head (Metal Health),Quiet Riot,0.494,0.933,0.0808,0.507
Mabel's Fatal Fable,Jason Becker,0.204,0.817,0.0839,0.329
Naughty Girls (Need Love Too),Samantha Fox,0.824,0.82,0.106,0.909
I Send A Message,INXS,0.819,0.517,0.0767,0.836
Budweiser Blues - Live at Cbgb November 1984,Crumbsuckers,0.198,0.855,0.0449,0.395
A Little Time - Alternative Version,Helloween,0.246,0.98,0.293,0.129
Oriente,Metal y Ca.,0.779,0.737,0.0408,0.95
Polizei - Bonus Track,Slime,0.447,0.942,0.1,0.279
Amphetamine Logic,Sisters of Mercy,0.639,0.872,0.0481,0.537
Persistent Vision,Rites of Spring,0.314,0.945,0.0912,0.533
Kiss The Bride,Elton John,0.678,0.856,0.079,0.681
Just Can't Wait,The J. Geils Band,0.668,0.909,0.0697,0.654
Stand,R.E.M.,0.653,0.738,0.0285,0.932
Meet Me Under the Mistletoe,Randy Travis,0.608,0.49,0.0515,0.664
I Know You're Out There Somewhere,The Moody Blues,0.61,0.505,0.0325,0.675
Fake Healer,Metal Church,0.387,0.865,0.136,0.387
Équipe de nuit,Johnny Hallyday,0.537,0.961,0.0393,0.876
Head On,The Jesus and Mary Chain,0.561,0.871,0.0314,0.517
The Joker's Poem,Danny Elfman,0.404,0.0209,0.0383,0.0332
My Dream Girl,Blackman Akeeb Kareem,0.591,0.436,0.0261,0.423
Touch A Four Leaf Clover,Atlantic Starr,0.634,0.611,0.0379,0.869
I Wish I Had A Girl,Henry Lee Summer,0.636,0.594,0.0276,0.86
Love Struck,Jesse Johnson,0.728,0.755,0.0551,0.636
No Human Can Drown,Clan of Xymox,0.627,0.547,0.0317,0.581
Best Of Times,Peter Cetera,0.522,0.805,0.0571,0.778
Vivir Sin Ti,Camilo Sesto,0.536,0.445,0.039,0.635
Cryin',Vixen,0.657,0.567,0.0261,0.563
You're Nobody 'Til Somebody Loves You,Les Brown & His Band Of Renown,0.531,0.247,0.0452,0.824
Freedom Overspill,Steve Winwood,0.652,0.563,0.0295,0.897
Like A Child,Noel,0.746,0.637,0.0671,0.804
Bahia,Stan Getz,0.587,0.307,0.0697,0.62
Der Fremde aus Indien,Ton Steine Scherben,0.587,0.315,0.0295,0.289
(You're My One And Only) True Love,Seduction,0.616,0.912,0.0345,0.927
Abri a Porta (feat. Gilberto Gil),Dominguinhos,0.501,0.823,0.0386,0.811
Coitus Interruptus,Fad Gadget,0.846,0.796,0.0622,0.64
Just A Gigolo/I Ain't Got Nobody,David Lee Roth,0.567,0.707,0.0523,0.747
Three Times In Love,Tommy James,0.618,0.377,0.0296,0.782
Holy Water,Death In June,0.542,0.882,0.0463,0.44
El Ultimo Surf - Remasterizado,Los Rebeldes,0.608,0.95,0.108,0.39
When Doves Cry,Prince,0.729,0.989,0.049,0.84
Since I Lost My Baby,The Action,0.503,0.448,0.0245,0.768
Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,0.598,0.333,0.0313,0.0763
"Symphony No. 7, Op. 113: III. Allegro - Allegretto - Allegro Allegretto - Vivace",Malcolm Arnold,0.146,0.0774,0.0411,0.0407
In My House,Mary Jane Girls,0.808,0.68,0.032,0.962
I'm Coming Lord,The Canton Spirituals,0.508,0.667,0.0448,0.48
Don't Get Above Your Raising (with The Foggy Mountain Boys),Lester Flatt,0.577,0.485,0.0556,0.824
LET's PRETEND WE'rE MARRIED,Prince,0.79,0.455,0.138,0.819
Les brunes comptent pas pour des prunes - Club Mix,Lio,0.64,0.75,0.0315,0.817
Cherokee,Europe,0.585,0.804,0.044,0.673
Nothin' To Hide,Poco,0.511,0.377,0.0241,0.409
Jam Tonight,Freddie Jackson,0.771,0.318,0.0365,0.789
Feelin' Bad Blues - Remastered Version,Ry Cooder,0.643,0.0212,0.0631,0.741
Angel,Aerosmith,0.239,0.819,0.0393,0.439
We Belong,Pat Benatar,0.706,0.322,0.0467,0.305
Ice Man,Satan,0.403,0.696,0.0424,0.531
The Goonies `R' Good Enough,Cyndi Lauper,0.71,0.807,0.0378,0.946
If You Love Somebody Set Them Free,Sting,0.627,0.849,0.0309,0.817
Disco Station - Haathkadi / Soundtrack Version,Asha Bhosle,0.681,0.453,0.0842,0.501
Girls Just Want To Have Fun,Cyndi Lauper,0.71,0.799,0.0328,0.725
Walking In My Sleep,Roger Daltrey,0.643,0.45,0.0317,0.732
Your Mama Don't Dance,Poison,0.534,0.931,0.0613,0.832
Millions,The Winans,0.552,0.367,0.0328,0.308
I Was a Maoist Intellectual,Momus,0.651,0.354,0.0777,0.694
Touch Me Tonight,Shooting Star,0.697,0.743,0.0288,0.444
Victory,Nobuo Uematsu,0.622,0.448,0.0534,0.831
Chloe,Elton John,0.387,0.149,0.0331,0.0628
Out On A Limb,Armored Saint,0.484,0.934,0.0428,0.537
Dreaming,Orchestral Manoeuvres In The Dark,0.586,0.867,0.03,0.516
When The Rain Begins To Fall,Jermaine Jackson & Pia Zadora,0.672,0.854,0.0301,0.725
Don't Try To Stop It,Roman Holliday,0.392,0.904,0.217,0.637
Souvenirs,Gabelo,0.738,0.908,0.0295,0.923
Atom Smasher,Cirith Ungol,0.292,0.933,0.114,0.437
Shadow Cast,Skinny Puppy,0.631,0.722,0.0509,0.708
Crying,Don McLean,0.328,0.391,0.0289,0.227
Qué Más Te Da,Camilo Sesto,0.369,0.675,0.044,0.82
I Saw Her,Flamin' Groovies,0.278,0.585,0.0314,0.345
Pink Flamingos,Strength In Numbers,0.721,0.219,0.0403,0.509
The Day That Lassie Went to the Moon,Camper Van Beethoven,0.295,0.896,0.0377,0.706
I Feel The Magic,Belinda Carlisle,0.576,0.446,0.0302,0.706
Johnny the Fox (Bonus Beats),Tricky Tee,0.764,0.948,0.101,0.421
El rompeolas - Remaster 2017,Loquillo Y Los Trogloditas,0.558,0.863,0.0304,0.61
Samba Da Sahra - Sahra's Samba,Stan Getz,0.562,0.352,0.0385,0.602
Everything Must Change,Paul Young,0.431,0.669,0.0462,0.531
Bad Boys,Wham! U.K.,0.812,0.711,0.0385,0.86
Lukewarm Love Song,The Cleaners From Venus,0.607,0.82,0.0856,0.695
The Gigolo,O'Bryan,0.834,0.52,0.0583,0.958
The Metallian - Rel-Release 1985 by Iron Angel Gbr,Iron Angel,0.227,0.956,0.0787,0.137
Are You Sure,So,0.628,0.818,0.0299,0.567
Paid In Full - Derek B's Urban Respray Version,Eric B. & Rakim,0.818,0.814,0.179,0.54
Shaddap You Face,Joe Dolce,0.762,0.705,0.099,0.772
Beat's So Lonely,Charlie Sexton,0.541,0.873,0.0449,0.565
Never Be The Same,Christopher Cross,0.758,0.669,0.033,0.831
Aati Rahengi Baharen - Part I / Kasme Vaade / Soundtrack Version,Asha Bhosle,0.542,0.569,0.0337,0.737
O Maria - Saagar / Soundtrack Version,Asha Bhosle,0.622,0.547,0.227,0.623
Your Smile,Rene & Angela,0.562,0.476,0.0412,0.389
Mega Force,707,0.419,0.875,0.0732,0.726
Army Man Blues,Big Joe Williams,0.533,0.306,0.0596,0.554
Get Closer,Linda Ronstadt,0.786,0.576,0.0471,0.946
Shit from an Old Notebook,Minutemen,0.414,0.903,0.0583,0.727
Say It's Gonna Rain,Will To Power,0.739,0.814,0.0435,0.868
September Morn',Neil Diamond,0.419,0.23,0.0359,0.199
Draw Of The Cards,Kim Carnes,0.743,0.308,0.0379,0.252
Love Bites,Def Leppard,0.59,0.743,0.0347,0.413
Teacher Teacher,Rockpile,0.578,0.777,0.0428,0.92
Wave Foam,Nataural,0.18,0.999,0.0434,1e-05
Hot Cock Annie,The Frogs,0.488,0.173,0.0698,0.608
Swamp Thing,The Chameleons,0.374,0.748,0.0248,0.317
The Beat of My Drum,Babatunde Olatunji,0.607,0.814,0.0443,0.82
Dear God,Midge Ure,0.55,0.855,0.0428,0.567
Women,Foreigner,0.595,0.829,0.0369,0.737
Canción Sin Puñales,Litto Nebbia,0.297,0.34,0.0298,0.305
Wrap It Up,The Fabulous Thunderbirds,0.677,0.748,0.0707,0.866
Take Me To Heart,Quarterflash,0.689,0.497,0.0319,0.639
Can You Feel the Beat - Full Force Remix,Lisa Lisa & Cult Jam,0.744,0.832,0.0652,0.851
Lo Vas a Conseguir,Rocío Jurado,0.573,0.29,0.0453,0.698
Making Love Out Of Nothing At All,Air Supply,0.388,0.72,0.033,0.554
Shock,The Motels,0.692,0.674,0.0372,0.609
White Lily (Home of the Brave) - Live,Laurie Anderson,0.454,0.0734,0.0804,0.162
I Can't Hide,Flamin' Groovies,0.43,0.832,0.0374,0.388
You Spin Me Round (Like A Record),Dead Or Alive,0.567,0.943,0.0387,0.965
Sanwariya Mori Naiya Tara De,Anup Jalota,0.572,0.652,0.0411,0.793
Sweet Georgia Brown,Ray Brown Trio,0.698,0.153,0.0461,0.34
Lucky Star,Madonna,0.793,0.627,0.0431,0.963
The Language Of Love,Dan Fogelberg,0.644,0.651,0.0294,0.906
"Aquarela Do Brasil (feat. Gilberto Gil, Maria Bethânia, Caetano Veloso)",João Gilberto,0.42,0.302,0.0372,0.334
Mas Que Loca,Litto Nebbia,0.148,0.258,0.0308,0.0837
Tonto Romãntico,Frank Quintero,0.512,0.622,0.0396,0.773
From The Tightrope,Black Tape For A Blue Girl,0.0735,0.0757,0.04,0.0325
Hexonxonx,Skinny Puppy,0.434,0.818,0.0776,0.615
Family Affair - Live,Chuck Brown and the Soul Searchers,0.624,0.939,0.0467,0.864
Codinome Beija-Flor,Cazuza,0.482,0.255,0.031,0.301
Find Your Way Back,Jefferson Starship,0.579,0.923,0.0387,0.439
Battalions,Metal Church,0.393,0.971,0.0636,0.259
Freudentanz,Roedelius,0.449,0.468,0.0378,0.363
Coisa Mais Linda,Caetano Veloso,0.529,0.165,0.0362,0.194
Cuando desperté,Alejandro Conde,0.435,0.692,0.036,0.717
The Watchmen,Fields Of The Nephilim,0.284,0.827,0.0627,0.196
In It For Love,England Dan & John Ford Coley,0.771,0.588,0.0482,0.958
Porque é da Natureza,Cátia de França,0.404,0.476,0.0382,0.453
Baby Talk,Alisha,0.707,0.932,0.0511,0.835
Your Daddy Don't Know,Toronto,0.575,0.693,0.0528,0.859
תודה,Haim Moshe,0.69,0.468,0.0232,0.659
"Townscape (From Ys ""Town"") [Ys Animation Special Soundtrack]",Falcom Sound Team jdk,0.671,0.246,0.034,0.822
Faithfully,Journey,0.202,0.644,0.0324,0.252
Camarão Que Dorme a Onda Leva (feat. Zeca Pagodinho),Beth Carvalho,0.554,0.639,0.0655,0.857
Boogie Feelin' Rap,Sweet G,0.921,0.864,0.172,0.799
New Moon On Monday,Duran Duran,0.67,0.87,0.0812,0.738
Rock With Rock - Demo,Teenage Head,0.621,0.819,0.034,0.717
Can't Stop,Guided By Voices,0.263,0.598,0.0419,0.717
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,0.709,0.824,0.0453,0.867
Lost Reflection,Crimson Glory,0.181,0.409,0.0321,0.177
Bop Goes The Leesel (Take 2),Lee Konitz,0.535,0.279,0.0379,0.616
Steppin' Stone,Minor Threat,0.234,0.925,0.144,0.293
Tonight It's You,Cheap Trick,0.367,0.833,0.0472,0.35
I Can't Wait,Stevie Nicks,0.61,0.931,0.0874,0.449
A Passage In Time (Remastered),Dead Can Dance,0.238,0.683,0.0517,0.602
I’ll Come Running (To Tie Your Shoe),Brian Eno,0.584,0.459,0.0319,0.765
Freedom (feat. Freedom) - Dub,Total Science,0.717,0.613,0.0708,0.536
I'll Be A Bachelor Til I Die,Hank Williams,0.722,0.365,0.0339,0.891
Entre Ella y Tú,José José,0.644,0.287,0.0457,0.412
From out of Nowhere,Faith No More,0.276,0.989,0.077,0.0862
The Hunter,GTR,0.514,0.483,0.0281,0.28
The Good Lord Loves You,Neil Diamond,0.323,0.326,0.0312,0.175
Treehouse,Arthur Russell,0.722,0.353,0.194,0.366
Así de Ilógico,Ricardo Arjona,0.625,0.524,0.0254,0.444
The Saint Became a Lush,Psyche,0.606,0.869,0.0362,0.717
White Noise Rain,Nataural,0.126,0.996,0.128,0.00516
Baader-Meinhof Blues,Legião Urbana,0.253,0.679,0.0382,0.638
Love on Ice,Momus,0.714,0.497,0.0348,0.719
Ghosts in Doorways,The Cleaners From Venus,0.61,0.887,0.0362,0.482
Who's That Girl,Madonna,0.625,0.646,0.0389,0.826
Kilimanjaro,Johnny Clegg & Juluka,0.543,0.734,0.111,0.879
Bury Me Deep,Sisters of Mercy,0.445,0.219,0.0274,0.286
Irish Rover,The Pogues,0.574,0.951,0.0414,0.962
Janie's Got A Gun,Aerosmith,0.633,0.823,0.0287,0.444
Love Is Contagious,Taja Sevelle,0.716,0.56,0.0298,0.734
Sugar Free,Wa Wa Nee,0.665,0.654,0.0302,0.914
This Corrosion - 12'' Version,Sisters of Mercy,0.529,0.831,0.0575,0.771
There She Goes,The Boo Radleys,0.434,0.659,0.0346,0.573
Key the Pulse - Rubber Dub,Royal House,0.757,0.977,0.0642,0.906
Keep This Train A-Rollin',The Doobie Brothers,0.701,0.67,0.0396,0.958
Action and Glamour 14,Milan Pilar,0.386,0.485,0.164,0.427
Fight Like A Brave,Red Hot Chili Peppers,0.719,0.936,0.0969,0.276
Rock del pensamiento,Miguel Cantilo,0.612,0.745,0.0635,0.848
Bonus Breakdown,Awesome Foursome,0.825,0.879,0.0515,0.879
Guilty of Being White,Minor Threat,0.377,0.98,0.0666,0.354
Do You Wanna Hold Me?,Bow Wow Wow,0.495,0.897,0.077,0.674
Move This,Technotronic,0.796,0.867,0.0309,0.971
Emotion In Motion,Ric Ocasek,0.657,0.527,0.029,0.926
El Mismo Romántico,Alberto Plaza,0.598,0.347,0.0288,0.198
Turn It On Again,Genesis,0.546,0.813,0.0356,0.427
Making Love,Roberta Flack,0.428,0.0204,0.0333,0.0521
Take A Little Walk With Me,Otis Spann,0.479,0.446,0.0347,0.572
El Porompompero,Manolo Escobar,0.682,0.401,0.0591,0.962
Can You Party,Royal House,0.769,0.961,0.22,0.892
Maracatu-Too,Stan Getz,0.578,0.658,0.0311,0.879
Heartache Tonight,Eagles,0.81,0.511,0.0409,0.858
I Wanna Go Back,Eddie Money,0.61,0.734,0.034,0.701
Empty Cage,Éric Serra,0.618,0.935,0.0451,0.435
Still,John Schneider,0.546,0.57,0.0246,0.415
Chant Of The Paladin (Remastered),Dead Can Dance,0.459,0.286,0.0359,0.336
Eternal - Instrumental,Psyche,0.692,0.306,0.0464,0.468
Julie Profumo,The Cleaners From Venus,0.595,0.875,0.0363,0.867
Girlfriend,Bobby Brown,0.656,0.421,0.0261,0.478
The Sun And The Rain,Madness,0.686,0.714,0.0328,0.733
Round Midnight,Victor Bailey,0.596,0.198,0.0341,0.587
Rough Boys,Pete Townshend,0.277,0.815,0.0751,0.362
La Hija de Nadie,Yolanda Del Rio,0.378,0.401,0.0489,0.6
Somewhere,The Prisoners,0.193,0.808,0.0625,0.544
You Got Good Taste,The Cramps,0.366,0.983,0.104,0.399
Born Again,Death In June,0.651,0.74,0.0363,0.53
Whatever Lola Wants,Les Brown & His Band Of Renown,0.691,0.19,0.0444,0.526
Blood On The Wall,Skinny Puppy,0.606,0.76,0.0333,0.148
How Do I Wrap My Heart up for Christmas,Randy Travis,0.577,0.334,0.0478,0.775
Should've Never Let You Go,Neil Sedaka & Dara Sedaka,0.295,0.274,0.032,0.268
Smooth Up,BulletBoys,0.424,0.742,0.0333,0.375
Sing A Simple Song,West Street Mob,0.733,0.792,0.103,0.879
Uaschitschun,Running Wild,0.194,0.635,0.0381,0.372
Ma Jaiye Oni,King Sunny Ade,0.491,0.621,0.0384,0.892
Amar Akbar Anthony - Amar Akbar Anthony / Soundtrack Version,Kishore Kumar,0.292,0.628,0.0667,0.596
The Beach Boys Medley,The Beach Boys,0.363,0.647,0.267,0.628
Cold Hard World,Daniel Johnston,0.391,0.407,0.0441,0.417
Bulerías,Niño Ricardo,0.417,0.348,0.0313,0.425
