track_name,artists,danceability,energy,speechiness,valence,text
The Other Side,Aerosmith,0.56,0.973,0.0466,0.829,"Come on Lovin' you has got to be (take me to the other side) Like the devil and the deep blue sea (take me to the other side) Forget about your foolish pride (take me to the other side) Oh take me to the other side (take me to the other side) My mama told me there'd be days like this And man she wasn't foolin' 'Cause I just can't believe the way you kiss Uh huh You opened up your mouth with baited breath You said you'd never leave me You love me, you hate me, I tried to take the loss You're cryin' me a river but I got to get across Lovin' you has got to be (take me to the other side) Like the devil and the deep blue sea (take me to the other side) Forget about your foolish pride (take me to the other side) Oh take me to the other side (take me to the other side) I'm lookin' for another kind of love Oh lordy how I need it The kind that likes to leap without a shove Oh honey, best believe it To save a lot of time and foolish pride I'll say what's on my mind, girl You loved me, you hate me, you cut me down to size You blinded me with love and yeah it opened up my eyes Lovin' you has got to be (take me to the other side) Like the devil and the deep blue sea (take me to the other side) My conscience got to be my guide (take me to the other side) Oh honey take me, take take take take take ow Take me to the other side I'm lookin' for another kind of love Oh lordy how I need it The kind that likes to leap without a shove Honey, you best believe it Now I ain't one for sayin' long goodbyes I hope all is forgiven You loved me, you hate me, I used to be your lover You know you had it comin' girl so take me to the other side Take me to the other side Take me to the other side Lovin' you has got to be (take me to the other side) Like the devil and the deep blue sea (take me to the other side) My conscience got to be my guide (take me to the other side) Oh honey take me to the other side (take me to the other side) Lovin' you has got to be (take me to the other side) Like the devil and the deep blue sea (take me to the other side) Forget about your foolish pride (take me to the other side) Honey take me take me take me take me to the other side (take me to the other side) (take me to the other side)... "
Jesus He Knows Me,Genesis,0.561,0.883,0.0462,0.606,"Do you see the face on the TV screen Coming at you every Sunday See that face on the billboard That man is me On the cover of the magazine There's no question why I'm smiling You buy a piece of paradise You buy a piece of me I'll get you everything you wanted I'll get you everything you need You don't need to believe in hereafter Just believe in me Cause Jesus he knows me And he knows I'm right I've been talking to Jesus all my life Oh yes he knows me And he knows I'm right And he's been telling me Everything is alright I believe in the family With my ever loving wife beside me But she don't know about my girlfriend Or the man I met last night Do you believe in God Cause that's what I'm selling And if you wanna go to heaven I'll see you right You won't even have to leave your house Or get out of your chair You don't even have to touch that dial Cause I'm everywhere Cause Jesus he knows me And he knows I'm right I've been talking to Jesus all my life Oh yes he knows me And he knows I'm right And he's been telling me Everything gonna be alright Won't find me practicing what I'm preaching Won't find me making no sacrifice But I can get you a pocketful of miracles If you promise to be good, try to be nice God will take good care of you Just do as I say, don't do as I do I'm counting my blessings, I've found true happiness Cause I'm getting richer, day by day You can find me in the phone book, Just call my toll free number You can do it anyway you want Just do it right away There'll be no doubt in your mind You'll believe everything I'm saying If wanna get closer to him Get on your knees and start paying Cause Jesus he knows me And he knows I'm right I've been talking to Jesus all my life Oh yes he knows me And he knows I'm right And he's been telling me Everything is alright "
I Want You,Savage Garden,0.628,0.871,0.0363,0.615,"Anytime I need to see your face I just close my eyes And I am taken to a place Where your crystal minds and magenta feelings Take up shelter in the base of my spine Sweet like a chica cherry cola I don't need to try to explain I just hold on tight and If it happens again I may move so slightly to the arms And the lips and the face Of The Human Cannonball that I need to I want to Come stand a little bit closer Breathe in and get a bit higher You'll never know what hit you when I get to you [Chorus] Ooh I want you, I don't know if I need you but Ooh I'd die to find out Ooh I want you, I don't know if I need you but Ooh I'd die to find out I'm the kind of person who endorses a deep commitment Getting comfy getting perfect is what I live for But a look and then a smell of perfume It's like I'm down on the floor And I don't know what I'm in for Conversation has a time and place in the interaction Of a lover and a mate but the time of talking Using symbols, using words can be likened To a deep sea diver who is swimming with a raincoat Come stand a little bit closer Breathe in and get a bit higher You'll never know what hit you when I get to you [Chorus] Ooh, ah Ooh, ah Anytime I need to see your face I just close my eyes And I am taken to a place Where your crystal minds and magenta feelings Take up shelter in the base of my spine Sweet like a chica cherry cola I don't need to try to explain I just hold on tight and If it happens again I may move so slightly to the arms And the lips and the face Of The Human Cannonball that I need to I want to "
What It's Like,Everlast,0.678,0.556,0.0281,0.405,"We've all seen a man at the liquor store beggin' for your change The hair on his face is dirty, dread-locked, and full of mange He asks a man for what he could spare, with shame in his eyes ""Get a job you fucking slob,"" is all he replies God forbid you ever had to walk a mile in his shoes Cause then you really might know what it's like to sing the blues [Chorus] Then you really might know what it's like Then you really might know what it's like Then you really might know what it's like Then you really might know what it's like Mary got pregnant from a kid named Tom that said he was in love He said, ""Don't worry about a thing, baby doll I'm the man you've been dreaming of."" But three months later he say he won't date her or return her calls And she swear, ""God damn, if I find that man I'm cuttin' off his balls."" And then she heads for the clinic and She gets some static walking through the door They call her a killer, and they call her a sinner And they call her a whore God forbid you ever had to walk a mile in her shoes Cause then you really might know what it's like to have to choose [Chorus] I've seen a rich man beg I've seen a good man sin I've seen a tough man cry I've seen a loser win And a sad man grin I heard an honest man lie I've seen the good side of bad And the downside of up And everything between I licked the silver spoon Drank from the golden cup And smoked the finest green I stroked the fattest dimes at least a couple of times Before I broke their heart You know where it ends, yo, it usually depends on where you start I knew this kid named Max Who used to get fat stacks out on the corner with drugs He liked to hang out late He liked to get shit-faced and keep the pace with thugs Until late one night there was a big gun fight and Max lost his head He pulled out his chrome .45, talked some shit, and wound up dead Now his wife and his kids are caught in the midst of all of this pain You know it comes that way At least that's what they say when you play the game God forbid you ever had to wake up to hear the news Cause then you really might know what it's like to have to lose Then you really might know what it's like Then you really might know what it's like Then you really might know what it's like...to have to lose "
Butt Town,Iggy Pop,0.487,0.975,0.0619,0.499,"The cops are well-groomed, with Muscled physiques in butt town Their tan uniforms are tailored in chic In butt town Any young black male who walks down the street Is gonna get stopped by a car full of meat But the girl with the hair Flies by in her underwear- She's done nothing so far to deserve that car When you live in butt town You gotta get down But in butt town I'm learnin' In butt town I'm earnin' In butt town I'm turnin' Into my worst nightmare I'm tellin' you, it's a motley crew in butt town Monday you're new, and Friday you're through In butt town The producer is wily, and owns what he sells The talent is eager to go straight to hell Th tits are amazing, and everyone's gazing At some body part- That's the nature of art in butt town All over butt town dreams have a show down All over butt town values are thrown down But in butt town I'm learnin' In butt town I'm earnin' In butt town I'm turnin' Into my worst nightmare In butt town baby I'm gonna be a star I'm gonna shake my butt far Now here we go I'm gonna shake my butt Shake my butt shake my butt In butt town "
Club At The End Of The Street,Elton John,0.65,0.755,0.0281,0.782,"When the shades are drawn And the light of the moon is banned And the stars up above Walk the heavens hand in hand There's a shady place At the end of the working day Where young lovers go And this hot little trio plays That's where we meet That's where we meet Me and you rendezvous In the club at the end of the street Oh, where we meet Oh, where we meet Me and you rendezvous In the club at the end of the street From the alleyways Where the catwalks gently sway You hear the sound of Otis And the voice of Marvin Gaye In this smoky room There's a jukebox, plays all night And we can dance real close Beneath the pulse of a neon light There's a downtown smell of cooking From the flame on an open grill There's a sax and a big bass pumping Lord, have mercy You can't sit still You can't sit still "
Having A Party,Rod Stewart,0.648,0.789,0.103,0.711,"Yeah, clap your hands We're having a party Dancing to the music Played by the DJ On the radio The Cokes are in the icebox Popcorn's on the table Me and my baby, yeah We're out here on the floor, oh yeah So, Mister, Mr. DJ Keep those records playing 'Cause I'm having Such a good time, Dancing with my baby Everybody's swinging Sally's doing that twist now If you play requests now I've got a few for you Play that one called Soul Twist Play that one called I Know Don't forget them Mashed Potato No other songs will do So, Mister, Mr. DJ Keep those records playing 'Cause I'm having Such a good time Dancing with my baby Having a party So, Mister, Mr. DJ Keep those records playing 'Cause I'm having Such a good time Dancing with my baby Having a party Everybody's swinging Dancing to the music On the radio Yeah We're having a party Everybody's swinging Dancing to the music Yeah On the radio Bring it way down now We're having a party Everybody's swinging Dancing to the music On the radio We're having a party Everybody's swinging Dancing to the music Where is it On the radio Just two more times We're having a party Everybody's swinging Dancing to the music On the radio We're having a party Everybody's swinging Dancing to the music On the radio Yeah, yeah, oh oh "
"Easy Come, Easy Go",George Strait,0.811,0.371,0.0328,0.745,"Says she's had enough of me, I've had enough of her too. I might as well go on and set her free, she's already turned me loose. No fault, no blame, nobody done no wrong- That's just the way it sometimes goes. Sometimes two people just don't get along, it's time to hit the road. [Chorus] Goodbye, farewell, so long, vaya con dios. Good luck, wish you well, take it slow. Easy come girl, easy go. We tried to work it out a hundred times, ninety- nine it didn't work. I think it's best we put it all behind before we wind up getting hurt. No hard feelings darling, no regrets, No tears and no broken hearts. Call it quits, calling off all bets, it just wasn't in the cards. [Chorus] Easy come girl, easy go. Vaya con dios, good luck, Easy come, easy go. "
Out Of My Bones,Randy Travis,0.522,0.732,0.0277,0.587,I'm in need of a remedy To cure me from loving you It may sound a little extreme But I'll do what I have to do Bury your jacket in my backyard Carry your picture in my shoe And keep walkin' till the hurting stops Keep walkin' till my temperature drops Keep walkin' until the fever is gone And you're out of my bones I'm in need of medicine Something strong that will work real fast That I can take to fortify me To keep my arms from taking you back Chase that ghost out from under my bed Still daylight till dawn Till you're out of my bones Sweet amnesia Come and set me free I just need to Get you out of me Bury your jacket in my backyard Carry your picture in my shoe And keep walkin' till the hurting stops Keep walkin' till my temperature drops Keep walkin' until the fever is gone And you're out of my bones You're out of my bones 
My Way,Usher,0.815,0.521,0.136,0.887,"Ooh, Ooh, Hey Yo see it's rare that you find people like us Cause all ya'll other (look) out there doing what i'm doing Or trying to do what im doing, but you can't 'Cause I do what I do my way What about you huh, huh, Come On!!!! I do any and everything you want to Make your girl go oooh-oooh Why's he so fly She beeps me, whenever she wanna get freaky You can get mad if you want Say what ever you want But shes still gonna give it up She likes it my way, my way, You can't satisfy her needs She keeps running back to see me do it My way, my way What I say goes, and I'm in control Bad ass senoritas to sweaters with kicks New kicksit's all in the mix Don't turn no tricks, they turn for me Catchin' bricks don't concern me So forget it Lil midget, my mind on seven digits Before I pay heaven's skies a visit, now it I'm pullin' all stops, lockin' down all spots Sayin' you can't front on me So from this day forth you know I'm all about heat And what I do be the major league That's why your girlfriend's paging me And she know like he know, you don't see her like I see her So she's out the do' Shot gun in my drop havin' fun with the Don, system, Bassun Conversation about how she be chasin' me And facin' me sayin' give it to me now, baby She likes it my way, my way, You can't satasify her needs She keeps running bak to see me do it My way, my way What I say goes, and I'm in control Don't check me It was your girl who let me Take it this far then, ooh-wee She had to have it every chance that she could get But you think I'm a baller And I ain't gonna call her Clip that, you can get mad if you want to Say whatever you want... But she's still gonna give it up She likes it.... She likes it my way, my way, You can't satisfy her needs She keeps running back to see me do it My way, my way What I say goes, and I'm in control "
Never There,Cake,0.761,0.735,0.043,0.592,"I need your arms around me I need to feel your touch I need your understanding I need your love so much You tell me that you love me so You tell me that you care But when I need you (baby) Baby, you're never there On the phone long, long distance always through such strong resistance First you say you're to busy I wonder if you even miss me Never there You're never there You're never ever ever ever there A golden bird that flies away A candle's fickle flame To think I held you yesterday Your love was just a game You tell me that you love me so You tell me that you care But when I need you (baby) Baby Take the time to get to know me If you want me why can't you just show me Well, always on this roller coaster If you want me why can't you get closer Never there You're never there You're never ever ever ever there Never there You're never there You're never ever ever ever there "
Figure Of Eight,Paul McCartney,0.723,0.595,0.0301,0.564,"Well you've got me dancing in a figure of eight, Don't know if I'm coming or going, I'm early or late. Round and round the ring I go, I want to know, I want to know, Why can't we travel a continuous line? Make love reliable covenant all the time. Up and down the hills I go, I got to know, I got to know. Is is better to love another Than to go go for a walk in the dark? Is it better to love than to give in to hate? Yeah we'd better take good care of each other Avoid slipping back off the straight and narrow, It's better by far than getting stuck in a figure of eight. Well figure it out for yourself little girl, It don't go nowhere at all, It's nothing more than a tape loop in a big dance hall. You've got me running You've got me running "
Afraid To Get Close,Iggy Pop,0.35,0.334,0.0473,0.399,Watching the cat sleep on my pillows Afraid to get close to anyone and afraid not to The need of all creatures to be warmed and touched The girls who want dads I think the writing is eating up myself Preventing any togetherness with anyone Hurting and recycling people over and over again How much longer? How many more? I held her in my arms and I didn't want to realize She was putting her life in my hands 
Meanwhile,George Strait,0.518,0.459,0.0283,0.165,"She sparkles, she dazzles, she lights up the room We walk together to a table for two Every man stares but her eyes are only for me We take to the dance floor, she squeezes my hand I can't believe just how lucky I am [Chorus] Meanwhile back in the back of my memory You're still dancing with me And I'm holding you once again Meanwhile We move to the end of a beautiful night Tender the kisses, soft candle light She draws the curtains, and slowly we climb up the stairs And reach for each other the passion begins We fall together as lovers and then, Meanwhile back in the back of my memory You're still lying with me And I'm holding you once again I try and I try, the Lord knows I do But each time my heart beats back to you Meanwhile I'll go on living my life now I'll find a way somehow Oh but, meanwhile back in the back of my memory You'll always be with me But I'll never hold you again Meanwhile. "
Sleeping In My Car,Roxette,0.546,0.85,0.0322,0.584,"I'll tell you what I've done I'll tell you what I'll do Been driving all nite Just to get close to you? Babe Babe - I'm moving so fast You'd better come on. The moon is allright The freeway's heading south My heart is going Boom! There's strange taste in my mouth Baby Babe - I'm moving real fast So try to hold on Try to hold on! Sleeping in my car - I will undess you Sleeping in my car - I will caress you Staying in the back seat of my car making up. So come out tonight I'll take you for a ride This steemy ol' wagon The radio is getting wild Babe Babe - we're moving so fast I try to hang on Try to hang on! Sleeping in my car - I will undess you Sleeping in my car - I will caress you Staying in the back seat of my car making love, oh yea! Sleeping in my car - I will possess you Sleeping in my car - certainly bless you Lying in the back seat of my car making up. The night is so pretty and so young The night is so pretty and so young So very young Sleeping in my car - I will undess you Sleeping in my car - I will caress you Staying in the back seat of my car making love Till you do Sleeping in my car I will possess you Sleeping in my car Certainly bless you Lying in the back seat of my car Making up Making love I will undress you I will undress you, yeah Sleeping in my car Sleeping in my car - I will undress you Sleeping in my car The night is so pretty and so young, yeah "
Just The Two Of Us,Will Smith,0.805,0.638,0.0803,0.644,"Now dad this is a very sensitive subject) From the first time the doctor placed you in my arms I knew I'd meet death before I'd let you meet harm Although questions arose in my mind, would I be man enough? Against wrong, choose right and be standin' up From the hospital that first night Took a hour just ta get the carseat in right People drivin' all fast, got me kinda upset Got you home safe, placed you in your basonette That night I don't think one wink I slept As I slipped out my bed, to your crib I crept Touched your head gently, felt my heart melt 'Cause I know I loved you more than life itself Then to my knees, and I begged the Lord please Let me be a good daddy, all he needs Love, knowledge, discipline too I pledge my life to you [Chorus] Just the two of us, we can make it if we try Just the two of us, (Just the two of us) Just the two of us, building castles in the sky Just the two of us, you and I Five years old, bringin comedy Everytime I look at you I think man, a little me Just like me Wait an see gonna be tall Makes me laugh cause you got your dads ears an all Sometimes I wonder, what you gonna be A General, a Doctor, maybe a MC Haha, I want to kiss you all the time But I will test that butt when you cut outta line, trudat Uh-uh-uh why you do dat? I try to be a tough dad, but you be makin me laugh Crazy joy, when I see the eyes of my baby boy I pledge to you, I will always do Everything I can Show you how to be a man Dignity, integrity, honor an An I don't mind if you lose, long as you came with it An you can cry, ain't no shame it it It didn't work out with me an your mom But yo, push come to shove You was conceived in love So if the world attacks, and you slide off track Remember one fact, I got your back [Chorus] It's a full-time job to be a good dad You got so much more stuff than I had I gotta study just to keep with the changin times 101 Dalmations on your CD-ROM See me-I'm Tryin to pretend I know On my PC where that CD go But yo, ain't nuthin promised, one day I'll be gone Feel the strife, but trust life does go wrong But just in case It's my place To impart One day some girl's gonna break your heart And ooh ain't no pain like from the opposite sex Gonna hurt bad, but don't take it out on the next, son Throughout life people will make you mad Disrespect you and treat you bad Let God deal with the things they do 'Cause hate in your heart will consume you too Always tell the truth, say your prayers Hold doors, pull out chairs, easy on the swears You're living proof that dreams do come true I love you and I'm here for you [Chorus: x4] (This is a good song dad, how much am I gettin' paid for this?) "
Don't Want To Be A Fool,Luther Vandross,0.632,0.576,0.0234,0.323,"Love, what have you done? Oh, wow. I was sure up to now that she was a friend. I stayed till the end. Don't be a fool again. I once believed that love was fair. But I don't anymore. She said I'm a bore. My heart hit the floor. Don't be a fool anymore. Each time around. I tell myself it's the game of love. Ignore the signs and risk it all in the name of love. Well, I've decided I can't let nobody hurt me again. So I'll say to the end I just don't want to be a fool. (Don't want to be a fool.) Said I don't want to be a fool ever again. Whenever a fool's in love he doesn't know he's to blame. He's caught in the game. It all ends up the same. He doesn't feel the shame. He looks at love in a diff'rent way. It breaks his heart ev'rytime they all turn out strange. But he'll never change. He's never gonna change. Next time around I'll tell myself it'll be better than before I won't look back. There'll be no one tearing my heart out anymore. I just decided I can't let nobody fool me again. So I'll swear to the end. I just don't want to be a fool. (Don't want to be a fool.) Said I don't want to be a fool (ever again) No way, (I mean no more) Never again (Oo, no never) I can't be a fool, can't be. No way. No way. No way. Oo. I don't want to be. I don't want to be a fool. No. I can't love anybody (I can't love nobody) walking on a one way street. (Any way, any way any, way no.) If I don't (If I don't) find somebody (somebody body ) that'll be alright with me. (know, I know it'll be alright now) 'cause I decided not to let nobody kill me again. So I'll stay to the end I just don't want to be a fool. (Don't want to be a fool) Said I don't want to be a fool. (Don't wanna be a fool) Ever ever again. Don't want to be a fool Can't be a fool. Don't want to be a fool ever again. I don't want to be a fool (Never oh never oh never again.) Don't want to be a fool (Can't be a fool.) "
If I Could Turn Back The Hands Of Time,R. Kelly,0.505,0.411,0.0255,0.124,"How did I ever let you slip away Never knowing I'd be singing this song some day And now I'm sinking, sinking to rise no more Ever since you closed the door [Chorus] If I could turn, turn back the hands of time Then my darlin' you'd still be mine If I could turn, turn back the hands of time Then darlin' you, you'd still be mine Funny, funny how time goes by And blessings are missed in the wink of an eye Why oh why oh why should one have to go on suffering When every day I pray please come back to me [Chorus] And you had enough love for the both of us But I, I, I did you wrong, I admit I did But now I'm facing the rest of my life alone, whoa [Chorus] I'd never hurt you (If I could turn back) Never do you wrong (If I could turn back) And never leave your side (If I could turn back) If I could turn back the hands There'd be nothing I wouldn't do for you (If I could turn back) Forever honest and true to you (If I could turn back) If you accept me back in your heart, I love you (If I could turn back the hands) (If I could turn back) That would be my will (If I could turn back) Darlin' I'm begging you to take me by the hands (If I could turn back the hands) I'm going down, yes I am (If I could turn back) Down on my bended knee, yeah (If I could turn back) And I'm gonna be right there until you return to me (If I could turn back the hands) (If I could turn back) If I could just turn back that little clock on the wall (If I could turn back) Then I'd come to realize how much I love you Love you love you love you (If I could turn back the hands) "
To Make You Feel My Love,Billy Joel,0.582,0.468,0.0285,0.143,"When the rain is blowing in your face And the whole world is on your case, I would offer you a warm embrace To make you feel my love. When the evening shadows and the stars appear And there is no one there to dry your tears, I could hold you for a million years To make you feel my love. I know you haven't made your mind up yet But I would never do you wrong. I've known it from the moment that we met, No doubt in my mind where you belong. I'd go hungry, I'd go black and blue, I'd go crawling down the avenue, There's nothing that I wouldn't do To make you feel my love. The storms are raging on a rolling sea, Down on the highway of regret. The winds of change are blowing wild and free, You ain't seen nothing like me yet. I did make you happy, make your dreams come true, There's nothing that I would not do, Go to the ends of the earth for you To make you feel my love. There's nothing that I wouldn't do To make you feel my love. "
Blessed,Elton John,0.601,0.412,0.0361,0.464,"Hey you, you're a child in my head You haven't walked yet Your first words have yet to be said But I swear you'll be blessed I know you're still just a dream your eyes might be green Or the bluest that I've ever seen Anyway you'll be blessed And you, you'll be blessed You'll have the best I promise you that I'll pick a star from the sky Pull your name from a hat I promise you that, promise you that, promise you that You'll be blessed I need you before I'm too old To have and to hold To walk with you and watch you grow And know that you're blessed "
House Of Fire,Alice Cooper,0.479,0.979,0.107,0.292,"House of fire House of fire, yeah Let's build a house of fire, baby Not one of wood or stone Walk through my door of desire, baby Come on in and make it your home Don't need a window to watch you, baby Don't need no roof overhead Don't need no key to unlock ya, baby I'll use my lovin' instead I won't tire Take me higher Building a house of fire, baby Buildin' it with our love We are buildin' a house of fire every time we touch House of fire House of fire We ain't gotta pay rent now, baby No landlord to throw us out I want to play in your garden, baby When you want to give me a shout I won't tire Take me higher Building a house of fire, baby Buildin' it with our love We are buildin' a house of fire every time we touch We are building this house together, baby Standing on solid ground We are building a house of fire that you can't tear down Brick by brick the flames get higher Build it strong with our desire Building a house of fire, baby Building it with our love We are building a house of fire every time we touch Baby we are.. We are building this house together, baby Standing on solid ground We are building a house of fire that you can't tear down Building a house of fire, baby Building it with our love We are building a house of fire every time we touch We are building this house together baby Staning on solid ground we are building a house of fire that you can't burn down (fade) "
Hocus Pocus,Helloween,0.373,0.774,0.0774,0.404,Yodeadodoyodeadodoyodeadodoyodeadodo Yodeadodoyodeadodoyo-bab-baaaaa Ahhhhhh-aaahhhh-aaaaaa-aaaaAAA! Ohhhhhh-ooohhh-oooooo-oooOOO! Yodeadodoyodeadodoyodeadodoyodeadodo Yodeadodoyodeadodoyo-bab-baaaaa Ahhhhhh-aaahhhh-aaaaaa-aaaaAAA! Ohhhhhh-ooohhh-oooooo-oooOOO! Umdub-adaoh-segel-ungucur-ungetu-hungetur-hupreyu Undubea-unpedurl-humpelilly-luptodoro-licktetor-ulumpadero Umbader-lickatine-lupator-lackatera Batickatheplalera Theblumpalumpadera Ho? Ho ho ha haaaa! Yodeadodoyodeadodoyodeadodoyodeadodo Yodeadodoyodeadodoyo-bab-baaaaa Ahhhhhh-aaahhhh-aaaaaa-aaaaAAA! Ohhhhhh-ooohhh-oooooo-oooOOO! Bom bom bom bom Bom bom bom Bom bom bom bom bom bom bom Bom bom bom Bom bom bom Bom bom bom bom bom bom Bac bac bac bac bac backaaaaa! Yeeeeha! Ba um um um um um Ba um um um um um Ba oooohhboooobooboboboooo! Yodeadodoyodeadodoyodeadodoyodeadodo Yodeadodoyodeadodoyo-bab-baaaaa Ahhhhhh-aaahhhh-aaaaaa-aaaaAAA! Ohhhhhh-ooohhh-oooooo-oooOOO! Yeaah! Whoooo! 
Easy,Faith No More,0.506,0.554,0.0339,0.375,"I know it sounds funny but I just can't stand the pain Girl I'm leaving you tomorrow Seems to me girl you know I've done all I can You see I begged, stole, and I borrowed Yeah...Ooo That's why I'm easy Aah, aah, aah, aah I'm easy like Sunday morning Aah, aah, aah, aah That's why I'm easy Aah, aah, aah, aah Easy like Sunday morning I wanna be high So high I wanna be free to know the things I do are right I wanna be free Just me Oh babe... Ooh! That's why I'm easy Aah, aah, aah, aah I'm easy like Sunday morning Aah, aah, aah, aah That's why I'm easy Aah, aah, aah, aah Easy like Sunday morning "
Beside You,Iggy Pop,0.383,0.825,0.0323,0.142,I been hungry way down in my heart Waiting for a reason I been hungry like a lot of guys I want to be beside you Lonely people pass me in the street Waiting for a reason Beside you Grey is turning to blue You wake up love in me Beside you Everything is new You wake up love in me I been hungry way down where it hurts Waiting for a reason I been hungry like a lot of guys 
Bloodstone,Judas Priest,0.414,0.945,0.0773,0.263,"I've been trying There's no denying. It's sending me Out of my mind. I've seen reason Change to treason. It's losing its sense Of all kind. How much longer will it take For the world to see. We should learn to live And simply let it be. Bloodstone, bloodstone. In the night time Wake in fright. I'm so scared of the game That's being played. Start to wonder What's going under. And how many deals Have been made. Bloodstone. I can't take it. You got me living On a bloodstone I don't want that bloodstone "
You're In Love,Wilson Phillips,0.688,0.679,0.0259,0.536,"Open the door and come in I'm so glad to see you my friend I don't know how long it has been Having those feelings again But now I see that you're so happy And ooh, it just sets me free And I'd like to see us as good of friends As we used to be Ah....My love...Ah You're in love That's the way it sould be 'Cause I want you to be happy You're In Love And I know that you're not in love with me Ooh, it's enough for me to know that You're In Love I can let you go 'Cause I know that You're In Love... Sometimes it's hard to believe That you're never coming back for me I've had this dream that you'd always be by my side Oh, I could've died But now I see that you're so happy And ooh, it just sets me free And I'd like to see us as good of friends As we used to be Ah....My love...Ah You're in love That's the way it sould be 'Cause I want you to be happy You're In Love And I know that you're not in love with me Ooh, it's enough for me to know that You're In Love I can let you go 'Cause I know that You're In Love... I tried to find you but you were so far away I was praying that fate would bring you back to me Someday, someday, someday... Ooh, You're In Love Ooh, it's enough for me to know that You're In Love Now I'll let you go 'Cause I know that You're In Love...No No, No, No, No, No, No, No.. Ooh... "
Stranded,Heart,0.388,0.55,0.0311,0.253,Standing here helpless Where do I go If you leave me alone Where do I turn now If it don't work out As far as I can see This isn't the way You said it would be Don't leave me like this Don't leave me stranded If you walk away now You leave me empty handed Don't leave me like this Don't leave me stranded Don't leave me now Don't leave me Wasn't it you who brought me here To the place that lovers go Just look at these arms Reaching out to you Said that you always care I just turned around And there's nobody there Don't leave me like this Don't leave me stranded If you walk away now You leave me empty handed Don't leave me like this Don't leave me stranded Don't leave me now Don't leave me like this Don't leave me stranded If you walk away now You leave me empty handed Don't leave me like this Don't leave me stranded Stranded Don't leave me like this Don't leave me stranded If you walk away now You leave me empty handed Don't leave me like this Don't leave me stranded Stranded 
Rhythm Divine,Enrique Iglesias,0.622,0.97,0.156,0.429,"From the coast of Ipanema To the Island of Capri All the way to Guadeloupe I will follow you wherever you may be From the moment I first saw you Knew my heart could not be free Have to hold you in my arms now There can never be another for me All I need is the rhythm divine Lost in the music, your heart will be mine All I need is to look in your eyes Viva la musica, say you'll be mine Can you feel the heat of passion? Join the dance and let it happen Put tomorrow's cares right out of your mind As the music draws you closer And you fall under my spell I will catch you in my arms now Where the night will take us no one can tell All I need is the rhythm divine Lost in the music, your heart will be mine All I need is to look in your eyes Viva la musica, say you'll be mine Gotta have this feeling forever Gotta live this moment together Nothing else matters just you and the night Follow on the wings of desire Now the rhythm's taking you higher No one can stop us from having it all You are my heart you are my soul All I need it the rhythm divine Lost in the music, your hear will be mine All I need is to look in your eyes Viva la musica, say you'll be mine "
Wonderwall,Oasis,0.372,0.865,0.0381,0.478,"Today is gonna be the day That they're gonna throw it back to you By now you should've somehow Realized what you gotta do I don't believe that anybody Feels the way I do, about you now Back beat, the word was on the street That the fire in your heart is out I'm sure you've heard it all before But you never really had a doubt I don't believe that anybody Feels the way I do about you now And all the roads we have to walk are winding And all the lights that lead us there are blinding There are many things that I Would like to say to you but I don't know how Because maybe, you're gonna be the one that saves me And after all, you're my wonderwall Today was gonna be the day But they'll never throw it back to you By now you should've somehow Realized what you're not to do I don't believe that anybody Feels the way I do, about you now And all the roads that lead you there are winding And all the lights that light the way are blinding There are many things that I Would like to say to you but I don't know how I said maybe, you're gonna be the one that saves me And after all, you're my wonderwall I said maybe, you're gonna be the one that saves me And after all, you're my wonderwall I said maybe, you're gonna be the one that saves me You're gonna be the one that saves me You're gonna be the one that saves me "
Don't Look Back In Anger,Oasis,0.333,0.922,0.0592,0.335,"Slip inside the eye of your mind Don't you know you might find A better place to play You said that you'd never been But all the things that you've seen Will slowly fade away So I start a revolution from my bed 'Cos you said the brains I had went to my head. Step outside, summertime's in bloom Stand up beside the fireplace Take that look from off your face You ain't ever gonna burn my heart out And so Sally can wait, she knows it's too late as we're walking on by Her soul slides away, but don't look back in anger I heard you say Take me to the place where you go Where nobody knows if it's night or day But please don't put your life in the hands Of a Rock n Roll band Who'll throw it all away I'm gonna start a revolution from my bed 'Cos you said the brains I had went to my head Step outside 'cos summertime's in bloom Stand up beside the fireplace Take that look from off your face 'Cos you ain't ever gonna burn my heart out So Sally can wait, she knows it's too late as she's walking on by My soul slides away, but don't look back in anger I heard you say So Sally can wait, she knows it's too late as we're walking on by Her soul slides away, but don't look back in anger I heard you say So Sally can wait She knows it's too late as she's walking on by My soul slides away But don't look back in anger Don't look back in anger I heard you say At least not today "
High And Dry,Radiohead,0.418,0.383,0.0257,0.352,"Two jumps and a week I bet you think that's pretty clever, don't you boy Flying on your motorcycle Watching all the ground beneath you drop Kill yourself for recognition Kill yourself to never ever stop You broke another mirror You're turning into something you are not Don't leave me high, don't leave me dry Don't leave me high, don't leave me dry Drying up in conversation You will be the one who cannot talk All your insides fall to pieces You just sit there wishing you could still make love They're the ones who'll hate you When you think you've got the world all sussed out They're the ones who'll spit at you You'll be the one screaming out Don't leave me high, don't leave me dry Don't leave me high, don't leave me dry It's the best thing that you ever had, The best thing you ever, ever had It's the best thing that you ever had, The best thing you have had is gone away Don't leave me high, don't leave me dry Don't leave me high, don't leave me dry Don't leave me high, Don't leave me high, don't leave me dry "
